baseline_file,expected_stem,formalism,domain,found,found_file,found_extension,found_path,expected_relative_hint,output_search_dir
BufferedInputStream_SynchronizedFill.json,BufferedInputStream_SynchronizedFill,ere,io,1,BufferedInputStream_SynchronizedFill.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\BufferedInputStream_SynchronizedFill.json,io\ere\BufferedInputStream_SynchronizedFill.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Closeable_MultipleClose.json,Closeable_MultipleClose,ere,io,1,Closeable_MultipleClose.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\Closeable_MultipleClose.json,io\ere\Closeable_MultipleClose.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Console_CloseReader.json,Console_CloseReader,ere,io,1,Console_CloseReader.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\Console_CloseReader.json,io\ere\Console_CloseReader.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Console_CloseWriter.json,Console_CloseWriter,ere,io,1,Console_CloseWriter.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\Console_CloseWriter.json,io\ere\Console_CloseWriter.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
InputStream_ManipulateAfterClose.json,InputStream_ManipulateAfterClose,ere,io,1,InputStream_ManipulateAfterClose.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\InputStream_ManipulateAfterClose.txt,io\ere\InputStream_ManipulateAfterClose.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
InputStream_MarkAfterClose.json,InputStream_MarkAfterClose,ere,io,1,InputStream_MarkAfterClose.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\InputStream_MarkAfterClose.json,io\ere\InputStream_MarkAfterClose.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
InputStream_ReadAheadLimit.json,InputStream_ReadAheadLimit,ere,io,1,InputStream_ReadAheadLimit.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\InputStream_ReadAheadLimit.txt,io\ere\InputStream_ReadAheadLimit.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
InputStream_UnmarkedReset.json,InputStream_UnmarkedReset,ere,io,1,InputStream_UnmarkedReset.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\InputStream_UnmarkedReset.json,io\ere\InputStream_UnmarkedReset.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
OutputStream_ManipulateAfterClose.json,OutputStream_ManipulateAfterClose,ere,io,1,OutputStream_ManipulateAfterClose.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\OutputStream_ManipulateAfterClose.json,io\ere\OutputStream_ManipulateAfterClose.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
PipedStream_SingleThread.json,PipedStream_SingleThread,ere,io,1,PipedStream_SingleThread.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\PipedStream_SingleThread.txt,io\ere\PipedStream_SingleThread.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
PushbackInputStream_UnreadAheadLimit.json,PushbackInputStream_UnreadAheadLimit,ere,io,0,,,,io\ere\PushbackInputStream_UnreadAheadLimit.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
RandomAccessFile_ManipulateAfterClose.json,RandomAccessFile_ManipulateAfterClose,ere,io,1,RandomAccessFile_ManipulateAfterClose.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\RandomAccessFile_ManipulateAfterClose.json,io\ere\RandomAccessFile_ManipulateAfterClose.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Reader_ManipulateAfterClose.json,Reader_ManipulateAfterClose,ere,io,1,Reader_ManipulateAfterClose.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\Reader_ManipulateAfterClose.json,io\ere\Reader_ManipulateAfterClose.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Reader_ReadAheadLimit.json,Reader_ReadAheadLimit,ere,io,1,Reader_ReadAheadLimit.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\Reader_ReadAheadLimit.txt,io\ere\Reader_ReadAheadLimit.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Reader_UnmarkedReset.json,Reader_UnmarkedReset,ere,io,1,Reader_UnmarkedReset.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\Reader_UnmarkedReset.json,io\ere\Reader_UnmarkedReset.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Writer_ManipulateAfterClose.json,Writer_ManipulateAfterClose,ere,io,1,Writer_ManipulateAfterClose.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\Writer_ManipulateAfterClose.json,io\ere\Writer_ManipulateAfterClose.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Appendable_ThreadSafe.json,Appendable_ThreadSafe,ere,lang,1,Appendable_ThreadSafe.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\lang\ere\Appendable_ThreadSafe.txt,lang\ere\Appendable_ThreadSafe.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Math_ContendedRandom.json,Math_ContendedRandom,ere,lang,1,Math_ContendedRandom.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\lang\ere\Math_ContendedRandom.json,lang\ere\Math_ContendedRandom.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
ProcessBuilder_NullKeyOrValue.json,ProcessBuilder_NullKeyOrValue,ere,lang,1,ProcessBuilder_NullKeyOrValue.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\io\ere\ProcessBuilder_NullKeyOrValue.txt,lang\ere\ProcessBuilder_NullKeyOrValue.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
ProcessBuilder_NullKeyOrValue.json,ProcessBuilder_NullKeyOrValue,ere,lang,1,ProcessBuilder_NullKeyOrValue.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\lang\ere\ProcessBuilder_NullKeyOrValue.txt,lang\ere\ProcessBuilder_NullKeyOrValue.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
ProcessBuilder_ThreadSafe.json,ProcessBuilder_ThreadSafe,ere,lang,1,ProcessBuilder_ThreadSafe.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\lang\ere\ProcessBuilder_ThreadSafe.json,lang\ere\ProcessBuilder_ThreadSafe.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
SecurityManager_Permission.json,SecurityManager_Permission,ere,lang,1,SecurityManager_Permission.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\lang\ere\SecurityManager_Permission.json,lang\ere\SecurityManager_Permission.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
ShutdownHook_LateRegister.json,ShutdownHook_LateRegister,ere,lang,1,ShutdownHook_LateRegister.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\lang\ere\ShutdownHook_LateRegister.json,lang\ere\ShutdownHook_LateRegister.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
StrictMath_ContendedRandom.json,StrictMath_ContendedRandom,ere,lang,1,StrictMath_ContendedRandom.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\lang\ere\StrictMath_ContendedRandom.json,lang\ere\StrictMath_ContendedRandom.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
StringBuffer_SingleThreadUsage.json,StringBuffer_SingleThreadUsage,ere,lang,1,StringBuffer_SingleThreadUsage.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\lang\ere\StringBuffer_SingleThreadUsage.json,lang\ere\StringBuffer_SingleThreadUsage.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
StringBuilder_ThreadSafe.json,StringBuilder_ThreadSafe,ere,lang,1,StringBuilder_ThreadSafe.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\lang\ere\StringBuilder_ThreadSafe.json,lang\ere\StringBuilder_ThreadSafe.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
System_WrongKeyOrValue.json,System_WrongKeyOrValue,ere,lang,1,System_WrongKeyOrValue.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\lang\ere\System_WrongKeyOrValue.txt,lang\ere\System_WrongKeyOrValue.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Thread_SetDaemonBeforeStart.json,Thread_SetDaemonBeforeStart,ere,lang,1,Thread_SetDaemonBeforeStart.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\lang\ere\Thread_SetDaemonBeforeStart.json,lang\ere\Thread_SetDaemonBeforeStart.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Thread_StartOnce.json,Thread_StartOnce,ere,lang,1,Thread_StartOnce.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\lang\ere\Thread_StartOnce.json,lang\ere\Thread_StartOnce.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Throwable_InitCauseOnce.json,Throwable_InitCauseOnce,ere,lang,1,Throwable_InitCauseOnce.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\lang\ere\Throwable_InitCauseOnce.json,lang\ere\Throwable_InitCauseOnce.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
HttpURLConnection_SetBeforeConnect.json,HttpURLConnection_SetBeforeConnect,ere,net,1,HttpURLConnection_SetBeforeConnect.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\net\ere\HttpURLConnection_SetBeforeConnect.txt,net\ere\HttpURLConnection_SetBeforeConnect.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
ServerSocket_LargeReceiveBuffer.json,ServerSocket_LargeReceiveBuffer,ere,net,1,ServerSocket_LargeReceiveBuffer.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\net\ere\ServerSocket_LargeReceiveBuffer.txt,net\ere\ServerSocket_LargeReceiveBuffer.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
ServerSocket_PerformancePreferences.json,ServerSocket_PerformancePreferences,ere,net,1,ServerSocket_PerformancePreferences.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\net\ere\ServerSocket_PerformancePreferences.json,net\ere\ServerSocket_PerformancePreferences.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
ServerSocket_ReuseAddress.json,ServerSocket_ReuseAddress,ere,net,1,ServerSocket_ReuseAddress.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\net\ere\ServerSocket_ReuseAddress.json,net\ere\ServerSocket_ReuseAddress.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
ServerSocket_SetTimeoutBeforeBlocking.json,ServerSocket_SetTimeoutBeforeBlocking,ere,net,1,ServerSocket_SetTimeoutBeforeBlocking.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\net\ere\ServerSocket_SetTimeoutBeforeBlocking.json,net\ere\ServerSocket_SetTimeoutBeforeBlocking.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Socket_CloseInput.json,Socket_CloseInput,ere,net,1,Socket_CloseInput.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\net\ere\Socket_CloseInput.json,net\ere\Socket_CloseInput.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
